Header: timestamp, accX, accY, accZ, gyrX, gyrY, gyrZ, magX, magY, magZ
1384281010.7, 0.4076, 0.4252, 0.604, -0.0538, -0.3546, -0.0812, 0.958333333333, -0.0611111111111, 1.68055555556, 0.7117488, 
1384281010.71, 0.4128, 0.4344, 0.608, -0.0514, -0.3918, -0.0878, 0.958333333333, -0.0611111111111, 1.68055555556, 0.7287712, 
1384281010.71, 0.4154, 0.4516, 0.6154, -0.0524, -0.4308, -0.0942, 0.958333333333, -0.0611111111111, 1.68055555556, 0.75521688, 
1384281010.72, 0.408, 0.4564, 0.6096, -0.056, -0.4646, -0.1024, 0.961111111111, -0.102777777778, 1.64166666667, 0.74637712, 
1384281010.73, 0.4098, 0.4614, 0.6124, -0.0606, -0.49, -0.113, 0.961111111111, -0.102777777778, 1.64166666667, 0.75585976, 
1384281010.73, 0.401, 0.4556, 0.6024, -0.066, -0.5084, -0.1256, 0.905555555556, -0.152777777778, 1.56388888889, 0.73125812, 
1384281010.74, 0.4014, 0.4584, 0.616, -0.0724, -0.5224, -0.139, 0.905555555556, -0.152777777778, 1.56388888889, 0.75070852, 
1384281010.74, 0.3914, 0.4402, 0.6172, -0.0796, -0.533, -0.1528, 0.894444444444, -0.191666666667, 1.51944444444, 0.72790584, 
1384281010.75, 0.3896, 0.4268, 0.6296, -0.088, -0.5444, -0.1658, 0.894444444444, -0.191666666667, 1.51944444444, 0.73034256, 
1384281010.76, 0.3862, 0.4116, 0.6302, -0.0978, -0.563, -0.1774, 0.844444444444, -0.227777777778, 1.45, 0.71571704, 
1384281010.76, 0.3922, 0.4054, 0.634, -0.1106, -0.5926, -0.1866, 0.844444444444, -0.227777777778, 1.45, 0.720126, 
1384281010.77, 0.4018, 0.4024, 0.6322, -0.1276, -0.6324, -0.1946, 0.844444444444, -0.227777777778, 1.45, 0.72304584, 
1384281010.77, 0.405, 0.3998, 0.6176, -0.1498, -0.6794, -0.2042, 0.808333333333, -0.3, 1.40833333333, 0.7052948, 
1384281010.78, 0.413, 0.4048, 0.5974, -0.176, -0.7298, -0.2194, 0.808333333333, -0.3, 1.40833333333, 0.6913188, 
1384281010.79, 0.4198, 0.4182, 0.571, -0.2054, -0.781, -0.2422, 0.736111111111, -0.366666666667, 1.35, 0.67716428, 
1384281010.79, 0.4258, 0.4438, 0.5524, -0.238, -0.83, -0.2738, 0.736111111111, -0.366666666667, 1.35, 0.68340984, 
1384281010.8, 0.4182, 0.4608, 0.519, -0.2724, -0.874, -0.3116, 0.719444444444, -0.45, 1.26944444444, 0.65658888, 
1384281010.81, 0.4046, 0.5008, 0.4624, -0.3318, -0.9374, -0.3798, 0.666666666667, -0.519444444444, 1.22777777778, 0.62831556, 
1384281010.82, 0.393, 0.5252, 0.4408, -0.3662, -0.9718, -0.3956, 0.666666666667, -0.519444444444, 1.22777777778, 0.62458868, 
1384281010.82, 0.3906, 0.5358, 0.4234, -0.3948, -1.0016, -0.411, 0.652777777778, -0.602777777778, 1.175, 0.61891756, 
1384281010.83, 0.395, 0.5418, 0.4104, -0.417, -1.0262, -0.4164, 0.652777777778, -0.602777777778, 1.175, 0.6180004, 
1384281010.83, 0.4152, 0.5628, 0.3978, -0.436, -1.0464, -0.4134, 0.652777777778, -0.602777777778, 1.175, 0.64737972, 
1384281010.84, 0.4258, 0.5938, 0.38, -0.454, -1.065, -0.4062, 0.605555555556, -0.652777777778, 1.09444444444, 0.67830408, 
1384281010.84, 0.4246, 0.6316, 0.3638, -0.4736, -1.077, -0.3988, 0.605555555556, -0.652777777778, 1.09444444444, 0.71155416, 
1384281010.85, 0.4264, 0.6386, 0.3368, -0.4916, -1.0764, -0.3892, 0.580555555556, -0.738888888889, 1.02777777778, 0.70306116, 
1384281010.86, 0.4632, 0.6642, 0.3088, -0.505, -1.0654, -0.374, 0.580555555556, -0.738888888889, 1.02777777778, 0.75107332, 
1384281010.87, 0.4654, 0.7626, 0.1262, -0.5462, -0.9986, -0.2962, 0.586111111111, -0.783333333333, 0.872222222222, 0.81408236, 
1384281010.88, 0.4696, 0.787, 0.0564, -0.5548, -0.9552, -0.2424, 0.586111111111, -0.783333333333, 0.872222222222, 0.84307412, 
1384281010.89, 0.4772, 0.7914, 0.012, -0.5518, -0.899, -0.1746, 0.586111111111, -0.783333333333, 0.872222222222, 0.8541778, 
1384281010.9, 0.477, 0.7388, 0.0004, -0.4986, -0.7514, -0.029, 0.522222222222, -0.819444444444, 0.838888888889, 0.7733546, 
1384281010.92, 0.4546, 0.6522, 0.0002, -0.196, -0.4818, 0.23, 0.480555555556, -0.827777777778, 0.794444444444, 0.63202604, 
