Header: cordlessdrill drivescrew 1 2 
timestamp, accX, accY, accZ, gyrX, gyrY, gyrZ, magX, magY, magZ
1380832710.67, 0.3666, 0.4338, 0.5696, -0.0046, -0.0408, -0.0248, -0.0748, -0.538888888889, -1.34166666667, 0.838888888889, 
1380832710.67, 0.365, 0.4336, 0.5674, -0.0058, -0.0392, -0.0206, -0.0748, -0.538888888889, -1.34166666667, 0.838888888889, 
1380832710.68, 0.3632, 0.4304, 0.565, -0.0062, -0.0356, -0.0166, -0.0778, -0.580555555556, -1.325, 0.844444444444, 
1380832710.68, 0.3628, 0.426, 0.563, -0.0052, -0.0302, -0.013, -0.0778, -0.580555555556, -1.325, 0.844444444444, 
1380832710.69, 0.3624, 0.4232, 0.5624, -0.0028, -0.0254, -0.01, -0.0756, -0.55, -1.33888888889, 0.85, 
1380832710.7, 0.3642, 0.4242, 0.5644, 0.001, -0.022, -0.0078, -0.0756, -0.55, -1.33888888889, 0.85, 
1380832710.7, 0.3658, 0.4272, 0.5678, 0.005, -0.0208, -0.0056, -0.0756, -0.55, -1.33888888889, 0.85, 
1380832710.71, 0.3678, 0.4286, 0.5706, 0.0082, -0.02, -0.0034, -0.0756, -0.55, -1.33888888889, 0.85, 
1380832710.71, 0.3674, 0.4274, 0.5718, 0.0104, -0.018, -0.001, -0.0756, -0.55, -1.33888888889, 0.85, 
1380832710.72, 0.3658, 0.4242, 0.5708, 0.0118, -0.0148, 0.0006, -0.076, -0.555555555556, -1.34166666667, 0.844444444444, 
1380832710.73, 0.3658, 0.4216, 0.5706, 0.0132, -0.0116, 0.0016, -0.076, -0.555555555556, -1.34166666667, 0.844444444444, 
1380832710.73, 0.3668, 0.4206, 0.5714, 0.0148, -0.01, 0.002, -0.0764, -0.561111111111, -1.32222222222, 0.858333333333, 
1380832710.74, 0.3674, 0.422, 0.573, 0.0166, -0.01, 0.0018, -0.0764, -0.561111111111, -1.32222222222, 0.858333333333, 
1380832710.74, 0.3682, 0.4254, 0.5746, 0.0182, -0.011, 0.0016, -0.0766, -0.563888888889, -1.34722222222, 0.855555555556, 
1380832710.75, 0.3702, 0.4274, 0.5762, 0.0188, -0.0118, 0.0018, -0.0766, -0.563888888889, -1.34722222222, 0.855555555556, 
1380832710.76, 0.3716, 0.4268, 0.577, 0.0194, -0.0126, 0.0032, -0.0746, -0.536111111111, -1.325, 0.827777777778, 
1380832710.76, 0.3712, 0.424, 0.5774, 0.019, -0.0122, 0.0046, -0.0746, -0.536111111111, -1.325, 0.827777777778, 
1380832710.77, 0.371, 0.4206, 0.5772, 0.0182, -0.011, 0.0056, -0.0746, -0.536111111111, -1.325, 0.827777777778, 
1380832710.77, 0.3714, 0.4184, 0.5764, 0.0172, -0.0102, 0.006, -0.0768, -0.566666666667, -1.33888888889, 0.816666666667, 
1380832710.78, 0.3704, 0.4192, 0.5754, 0.0154, -0.0104, 0.006, -0.0768, -0.566666666667, -1.33888888889, 0.816666666667, 
1380832710.79, 0.368, 0.4208, 0.5734, 0.0132, -0.0122, 0.0054, -0.0766, -0.563888888889, -1.33333333333, 0.833333333333, 
