timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ,magX,magY,magZ
0.0326,0.0184,0.0626,0.4088,0.396,0.565,0.507628294036061,0.44105409153952846,2.0360610263522885
0.035,0.018,0.0592,0.4056,0.3954,0.5648,0.507628294036061,0.44105409153952846,2.0360610263522885
0.0342,0.0196,0.0548,0.409,0.3996,0.569,0.521497919556172,0.4160887656033287,2.0332871012482663
0.031,0.022,0.0488,0.4178,0.4034,0.5774,0.521497919556172,0.4160887656033287,2.0332871012482663
0.0282,0.024,0.0432,0.423,0.4044,0.5842,0.521497919556172,0.42995839112343964,2.041608876560333
0.0266,0.0252,0.0388,0.4222,0.4066,0.5854,0.521497919556172,0.42995839112343964,2.041608876560333
0.0246,0.0254,0.036,0.4204,0.4084,0.5842,0.5270457697642164,0.4521497919556172,2.0221914008321775
0.0214,0.0244,0.0344,0.4206,0.4086,0.5812,0.5270457697642164,0.4521497919556172,2.0221914008321775
0.0184,0.0222,0.0334,0.4238,0.4066,0.5766,0.521497919556172,0.4188626907073509,2.0332871012482663
0.0136,0.019,0.0332,0.4268,0.4044,0.572,0.521497919556172,0.4188626907073509,2.0332871012482663
0.01,0.016,0.0336,0.428,0.403,0.5662,0.521497919556172,0.4188626907073509,2.0332871012482663
0.0076,0.0136,0.0344,0.4274,0.4032,0.5602,0.5464632454923717,0.435506241331484,2.0332871012482663
0.006,0.0126,0.0354,0.4292,0.4028,0.5574,0.5464632454923717,0.435506241331484,2.0332871012482663
0.0042,0.0122,0.0358,0.4312,0.4004,0.5562,0.5409153952843273,0.42163661581137307,2.041608876560333
0.0028,0.0134,0.0368,0.4312,0.3998,0.556,0.5409153952843273,0.42163661581137307,2.041608876560333
0.0016,0.0162,0.0392,0.431,0.4012,0.5574,0.5104022191400832,0.4188626907073509,2.0083217753120666
0.0008,0.0198,0.0422,0.43,0.402,0.5616,0.5104022191400832,0.4188626907073509,2.0083217753120666
0.001,0.0242,0.045,0.4262,0.4034,0.5654,0.5131761442441054,0.42441054091539526,2.0360610263522885
0.0022,0.0288,0.0474,0.4222,0.4056,0.5698,0.5131761442441054,0.42441054091539526,2.0360610263522885
0.003,0.0326,0.049,0.4218,0.4078,0.5754,0.5242718446601942,0.4604715672676838,2.0249653259361997
0.0038,0.035,0.0494,0.4226,0.4086,0.581,0.5242718446601942,0.4604715672676838,2.0249653259361997
0.0056,0.0362,0.0488,0.42,0.4086,0.5836,0.5242718446601942,0.4604715672676838,2.0249653259361997
0.0092,0.0362,0.0472,0.414,0.4088,0.5828,0.5104022191400832,0.4576976421636616,2.030513176144244
0.012,0.0352,0.0448,0.4108,0.4094,0.583,0.5104022191400832,0.4576976421636616,2.030513176144244
0.012,0.0332,0.0418,0.413,0.4082,0.582,0.5104022191400832,0.44105409153952846,2.0332871012482663
0.0098,0.0306,0.0386,0.4158,0.407,0.5802,0.5104022191400832,0.44105409153952846,2.0332871012482663
0.0074,0.0278,0.0354,0.4184,0.407,0.5772,0.507628294036061,0.4549237170596394,2.0194174757281553
0.005,0.0252,0.0322,0.422,0.406,0.576,0.507628294036061,0.4549237170596394,2.0194174757281553
0.0036,0.023,0.0288,0.4234,0.4046,0.575,0.5270457697642164,0.42718446601941745,2.0360610263522885
0.0032,0.0216,0.0254,0.4224,0.4048,0.5754,0.5270457697642164,0.42718446601941745,2.0360610263522885
0.0026,0.0208,0.0232,0.4212,0.4058,0.5766,0.5270457697642164,0.42718446601941745,2.0360610263522885
0.0008,0.0198,0.0218,0.4234,0.4068,0.5762,0.521497919556172,0.46879334257975036,2.0
-0.0018,0.0182,0.021,0.427,0.4054,0.5742,0.521497919556172,0.46879334257975036,2.0
-0.0036,0.016,0.021,0.427,0.4028,0.572,0.49653259361997226,0.43828016643550627,2.0221914008321775
-0.0042,0.0144,0.0218,0.4238,0.4028,0.5702,0.49653259361997226,0.43828016643550627,2.0221914008321775
-0.004,0.0136,0.0228,0.4202,0.403,0.569,0.5270457697642164,0.44660194174757284,2.0249653259361997
-0.0038,0.013,0.0232,0.4194,0.4028,0.5702,0.5270457697642164,0.44660194174757284,2.0249653259361997
-0.0036,0.0132,0.0224,0.418,0.4032,0.5712,0.521497919556172,0.44105409153952846,2.0194174757281553
-0.003,0.014,0.0212,0.4172,0.4042,0.5722,0.521497919556172,0.44105409153952846,2.0194174757281553
-0.0034,0.0148,0.0198,0.4172,0.4036,0.5734,0.49653259361997226,0.47156726768377255,2.0194174757281553
-0.0042,0.0154,0.0182,0.418,0.4038,0.575,0.49653259361997226,0.47156726768377255,2.0194174757281553
-0.0048,0.016,0.017,0.4198,0.4056,0.5772,0.49653259361997226,0.47156726768377255,2.0194174757281553
-0.0044,0.0168,0.0154,0.422,0.4066,0.5794,0.5159500693481276,0.43828016643550627,2.0360610263522885
-0.0026,0.017,0.0134,0.4232,0.4078,0.5808,0.5159500693481276,0.43828016643550627,2.0360610263522885
-0.0002,0.0168,0.0118,0.4218,0.4086,0.5798,0.5298196948682385,0.44937586685159503,2.055478502080444
0.0018,0.0154,0.011,0.4206,0.4074,0.5786,0.5298196948682385,0.44937586685159503,2.055478502080444
0.003,0.013,0.0108,0.4202,0.4046,0.5766,0.5131761442441054,0.435506241331484,2.0110957004160888
0.004,0.011,0.0106,0.419,0.4028,0.575,0.5131761442441054,0.435506241331484,2.0110957004160888
0.0052,0.01,0.0102,0.4168,0.4026,0.5734,0.5270457697642164,0.44660194174757284,2.0110957004160888
0.006,0.0094,0.0098,0.4158,0.4028,0.5734,0.5270457697642164,0.44660194174757284,2.0110957004160888
0.0054,0.0088,0.0094,0.4168,0.403,0.5744,0.5270457697642164,0.44660194174757284,2.0110957004160888
0.0042,0.0084,0.0088,0.418,0.4032,0.574,0.5270457697642164,0.44660194174757284,2.0110957004160888
