timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ,magX,magY,magZ
1391217669.85,0.0118,0.0122,0.0068,0.5132,0.5104,0.4636,0.18862690707350901,0.7933425797503467,-0.016643550624133148
1391217669.85,0.0092,0.0136,0.0078,0.5134,0.5108,0.4638,0.18862690707350901,0.7933425797503467,-0.016643550624133148
1391217669.88,-0.0008,0.0176,0.0104,0.5148,0.5132,0.465,0.18585298196948682,0.8072122052704577,-0.024965325936199722
1391217669.91,-0.009,0.0204,0.0088,0.5158,0.5154,0.4654,0.19972260748959778,0.8099861303744799,-0.05547850208044383
1391217669.91,-0.01,0.0194,0.0076,0.5164,0.5124,0.4652,0.1941747572815534,0.8016643550624133,-0.044382801664355064
1391217669.95,-0.0148,0.0164,0.0028,0.5152,0.5132,0.465,0.18307905686546463,0.8072122052704577,-0.044382801664355064
1391217669.95,-0.0158,0.0166,0.0024,0.5148,0.513,0.4644,0.19694868238557559,0.8072122052704577,-0.033287101248266296
1391217669.96,-0.017,0.017,0.0022,0.515,0.5124,0.464,0.19694868238557559,0.8072122052704577,-0.033287101248266296
1391217669.97,-0.0182,0.0176,0.0018,0.515,0.5126,0.464,0.1914008321775312,0.8072122052704577,-0.052704576976421634
1391217669.97,-0.0198,0.0186,0.002,0.5162,0.5142,0.4644,0.1914008321775312,0.8072122052704577,-0.052704576976421634
1391217669.98,-0.0214,0.0188,0.002,0.5182,0.514,0.4646,0.19972260748959778,0.7988904299583911,-0.038834951456310676
1391217669.98,-0.0226,0.019,0.002,0.5188,0.5138,0.4644,0.19972260748959778,0.7988904299583911,-0.038834951456310676
1391217669.99,-0.0232,0.0192,0.0022,0.5188,0.515,0.4638,0.19972260748959778,0.7988904299583911,-0.038834951456310676
1391217670.0,-0.0238,0.0192,0.0022,0.5184,0.5146,0.463,0.19972260748959778,0.7988904299583911,-0.038834951456310676
1391217670.0,-0.0246,0.0194,0.0022,0.5194,0.5146,0.4624,0.19972260748959778,0.7988904299583911,-0.038834951456310676
1391217670.01,-0.0258,0.02,0.0024,0.521,0.5148,0.4624,0.20804438280166435,0.7961165048543689,-0.024965325936199722
1391217670.01,-0.027,0.0212,0.0028,0.522,0.5166,0.4636,0.20804438280166435,0.7961165048543689,-0.024965325936199722
1391217670.03,-0.0286,0.0224,0.0032,0.5228,0.5182,0.4628,0.19972260748959778,0.8099861303744799,-0.05825242718446602
1391217670.06,-0.0334,0.0236,0.004,0.5246,0.5188,0.4626,0.20249653259361997,0.7905686546463245,-0.047156726768377254
1391217670.06,-0.0348,0.0238,0.0046,0.5266,0.5184,0.463,0.20527045769764216,0.8044382801664355,-0.04160887656033287
1391217670.07,-0.036,0.0238,0.006,0.5276,0.5168,0.463,0.20527045769764216,0.8044382801664355,-0.04160887656033287
1391217670.07,-0.0368,0.0244,0.0078,0.529,0.5174,0.463,0.19972260748959778,0.8099861303744799,-0.047156726768377254
1391217670.08,-0.0372,0.026,0.01,0.5304,0.5182,0.4636,0.19972260748959778,0.8099861303744799,-0.047156726768377254
1391217670.08,-0.0374,0.0274,0.0124,0.5314,0.5188,0.4638,0.22191400832177532,0.7766990291262136,-0.024965325936199722
1391217670.09,-0.0374,0.03,0.014,0.5322,0.52,0.4638,0.22191400832177532,0.7766990291262136,-0.024965325936199722
1391217670.1,-0.0374,0.0328,0.0164,0.5334,0.5214,0.4636,0.20527045769764216,0.7877947295423023,-0.036061026352288486
1391217670.1,-0.038,0.0358,0.0186,0.535,0.5226,0.4638,0.20527045769764216,0.7877947295423023,-0.036061026352288486
1391217670.12,-0.0402,0.0404,0.0236,0.5392,0.5256,0.464,0.22191400832177532,0.8210818307905686,-0.05547850208044383
1391217670.12,-0.0414,0.0418,0.026,0.5398,0.5248,0.4642,0.22191400832177532,0.8210818307905686,-0.05547850208044383
1391217670.14,-0.034,0.0498,0.0346,0.5344,0.5232,0.4628,0.21081830790568654,0.7961165048543689,-0.047156726768377254
1391217670.15,-0.0308,0.0524,0.0372,0.5336,0.5226,0.4628,0.21081830790568654,0.8210818307905686,-0.07212205270457697
1391217670.16,-0.026,0.0574,0.0432,0.5362,0.52,0.4602,0.1914008321775312,0.7933425797503467,-0.06934812760055478
1391217670.17,-0.0228,0.06,0.0472,0.5304,0.5168,0.457,0.1914008321775312,0.7933425797503467,-0.06934812760055478
1391217670.18,-0.0204,0.0688,0.0586,0.5366,0.5196,0.4604,0.18307905686546463,0.7905686546463245,-0.0638002773925104
1391217670.19,-0.0184,0.0734,0.0646,0.5318,0.5162,0.4572,0.18307905686546463,0.7905686546463245,-0.0638002773925104
1391217670.19,-0.0156,0.078,0.0708,0.5316,0.5164,0.4574,0.18307905686546463,0.7850208044382802,-0.07212205270457697
