timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ,magX,magY,magZ
1386186022.14,0.4582,0.4426,0.5602,0.0194,-0.0082,0.0116,-0.0024,0.466666666667,0.366666666667,1.75555555556
1386186022.15,0.462,0.4454,0.564,0.0196,-0.0078,0.0116,-0.0024,0.466666666667,0.366666666667,1.75555555556
1386186022.16,0.457,0.4404,0.558,0.0198,-0.0076,0.0118,-0.0028,0.461111111111,0.35,1.74722222222
1386186022.16,0.463,0.446,0.5646,0.0202,-0.0078,0.0116,-0.0028,0.461111111111,0.35,1.74722222222
1386186022.17,0.4576,0.442,0.5584,0.0204,-0.0082,0.0116,-0.0048,0.433333333333,0.363888888889,1.73055555556
1386186022.17,0.4628,0.4478,0.5654,0.0206,-0.0086,0.0116,-0.0048,0.433333333333,0.363888888889,1.73055555556
1386186022.19,0.4594,0.4436,0.5608,0.0208,-0.0082,0.0114,-0.0026,0.463888888889,0.358333333333,1.74166666667
1386186022.22,0.4634,0.446,0.5646,0.0216,-0.0076,0.0112,-0.003,0.458333333333,0.361111111111,1.76111111111
1386186022.22,0.4594,0.4424,0.5592,0.022,-0.008,0.0112,-0.0042,0.441666666667,0.361111111111,1.725
1386186022.23,0.4632,0.4454,0.5646,0.0222,-0.0084,0.0108,-0.0042,0.441666666667,0.361111111111,1.725
1386186022.24,0.4598,0.4444,0.5606,0.022,-0.0084,0.0108,-0.0032,0.455555555556,0.355555555556,1.73055555556
1386186022.25,0.4584,0.4422,0.5596,0.022,-0.0086,0.0108,-0.0038,0.447222222222,0.358333333333,1.75277777778
1386186022.25,0.458,0.4388,0.5574,0.0216,-0.0074,0.011,-0.0038,0.447222222222,0.358333333333,1.75277777778
1386186022.26,0.4578,0.437,0.5556,0.0216,-0.006,0.0106,-0.0038,0.447222222222,0.358333333333,1.75277777778
1386186022.26,0.4584,0.4408,0.5582,0.021,-0.0062,0.0104,-0.0038,0.447222222222,0.358333333333,1.75277777778
1386186022.27,0.4618,0.4466,0.5642,0.0206,-0.0078,0.0102,-0.0038,0.447222222222,0.358333333333,1.75277777778
1386186022.27,0.4576,0.4432,0.5594,0.02,-0.0088,0.01,-0.004,0.444444444444,0.355555555556,1.74722222222
1386186022.28,0.4632,0.4476,0.566,0.0198,-0.009,0.0098,-0.004,0.444444444444,0.355555555556,1.74722222222
1386186022.29,0.4572,0.4416,0.5578,0.0196,-0.0088,0.0098,-0.003,0.458333333333,0.347222222222,1.75
1386186022.29,0.4626,0.446,0.5638,0.0196,-0.0086,0.0094,-0.003,0.458333333333,0.347222222222,1.75
1386186022.3,0.4588,0.4424,0.5602,0.019,-0.0094,0.009,-0.0026,0.463888888889,0.35,1.73888888889
1386186022.31,0.4566,0.4406,0.5574,0.019,-0.0102,0.0086,-0.003,0.458333333333,0.363888888889,1.72222222222
1386186022.32,0.4594,0.4436,0.5606,0.019,-0.0108,0.0084,-0.003,0.458333333333,0.363888888889,1.72222222222
1386186022.33,0.4596,0.4438,0.5606,0.0194,-0.0114,0.0082,-0.0038,0.447222222222,0.347222222222,1.725
1386186022.34,0.4588,0.4432,0.559,0.02,-0.011,0.008,-0.004,0.444444444444,0.355555555556,1.75277777778
1386186022.35,0.4626,0.4456,0.5634,0.02,-0.0104,0.008,-0.004,0.444444444444,0.355555555556,1.75277777778
1386186022.35,0.4584,0.441,0.558,0.02,-0.01,0.0082,-0.0032,0.455555555556,0.355555555556,1.75555555556
1386186022.37,0.4582,0.4434,0.5584,0.0196,-0.0096,0.0084,-0.003,0.458333333333,0.355555555556,1.73333333333
1386186022.38,0.4596,0.4438,0.5602,0.0194,-0.0094,0.0086,-0.003,0.458333333333,0.355555555556,1.73333333333
1386186022.38,0.4584,0.4426,0.56,0.0192,-0.009,0.009,-0.003,0.458333333333,0.355555555556,1.73333333333
1386186022.39,0.455,0.4382,0.555,0.0188,-0.0076,0.0096,-0.004,0.444444444444,0.355555555556,1.76388888889
1386186022.44,0.4596,0.4422,0.56,0.0178,-0.0062,0.011,-0.003,0.458333333333,0.366666666667,1.74444444444
1386186022.44,0.4606,0.4436,0.5608,0.0182,-0.0064,0.0108,-0.003,0.458333333333,0.366666666667,1.74444444444
1386186022.45,0.4588,0.4422,0.5586,0.0182,-0.0066,0.0108,-0.0028,0.461111111111,0.369444444444,1.75
1386186022.45,0.4638,0.4472,0.5666,0.018,-0.0066,0.0108,-0.0028,0.461111111111,0.369444444444,1.75
1386186022.46,0.4584,0.4418,0.5598,0.0178,-0.0068,0.0108,-0.0032,0.455555555556,0.355555555556,1.73055555556
1386186022.47,0.4622,0.4452,0.5646,0.0176,-0.0066,0.0108,-0.0032,0.455555555556,0.355555555556,1.73055555556
1386186022.47,0.457,0.44,0.5582,0.0176,-0.0066,0.0108,-0.0042,0.441666666667,0.352777777778,1.74722222222
1386186022.48,0.4582,0.4408,0.5596,0.0176,-0.0068,0.011,-0.0042,0.441666666667,0.352777777778,1.74722222222
1386186022.48,0.4568,0.4398,0.5578,0.0176,-0.0072,0.011,-0.0042,0.441666666667,0.347222222222,1.76388888889
1386186022.49,0.4558,0.4398,0.5566,0.0178,-0.008,0.011,-0.0042,0.441666666667,0.347222222222,1.76388888889
1386186022.5,0.4612,0.4448,0.5626,0.018,-0.0088,0.011,-0.0042,0.441666666667,0.347222222222,1.76388888889
1386186022.5,0.4584,0.443,0.5592,0.018,-0.0094,0.011,-0.0052,0.427777777778,0.344444444444,1.71666666667
1386186022.51,0.4584,0.4422,0.559,0.0182,-0.01,0.0106,-0.0032,0.455555555556,0.355555555556,1.72777777778
1386186022.52,0.4642,0.4472,0.5648,0.0184,-0.0098,0.0106,-0.0032,0.455555555556,0.355555555556,1.72777777778
1386186022.53,0.4644,0.4474,0.5658,0.0182,-0.0092,0.0106,-0.0034,0.452777777778,0.369444444444,1.74166666667
1386186022.54,0.4572,0.44,0.5578,0.0182,-0.009,0.0108,-0.003,0.458333333333,0.361111111111,1.75
1386186022.54,0.4594,0.4428,0.5602,0.0182,-0.0088,0.0106,-0.003,0.458333333333,0.361111111111,1.75
1386186022.55,0.4562,0.4398,0.5562,0.0182,-0.0086,0.0106,-0.0046,0.436111111111,0.361111111111,1.73888888889
1386186022.56,0.4588,0.4422,0.5596,0.0182,-0.0084,0.0106,-0.0046,0.436111111111,0.361111111111,1.73888888889
1386186022.58,0.458,0.4426,0.559,0.0186,-0.0076,0.0108,-0.0048,0.433333333333,0.355555555556,1.74166666667
1386186022.58,0.4602,0.4438,0.5622,0.0186,-0.0066,0.011,-0.0048,0.433333333333,0.355555555556,1.74166666667
1386186022.59,0.4568,0.4402,0.5578,0.0186,-0.006,0.0112,-0.0026,0.463888888889,0.361111111111,1.73611111111
1386186022.6,0.4574,0.4424,0.5606,0.0188,-0.0054,0.011,-0.0026,0.463888888889,0.344444444444,1.73611111111
1386186022.61,0.4554,0.4406,0.5604,0.019,-0.004,0.0108,-0.0026,0.463888888889,0.344444444444,1.73611111111
1386186022.64,0.4572,0.4404,0.5574,0.0216,-0.0014,0.012,-0.0036,0.45,0.363888888889,1.72777777778
1386186022.66,0.4578,0.4384,0.5574,0.0224,-0.0008,0.0134,-0.0028,0.461111111111,0.372222222222,1.75555555556
1386186022.67,0.4592,0.4418,0.5582,0.0226,-0.0004,0.013,-0.0028,0.461111111111,0.372222222222,1.75555555556
1386186022.67,0.458,0.4406,0.5568,0.0228,-0.001,0.013,-0.0034,0.452777777778,0.352777777778,1.75555555556
1386186022.68,0.4614,0.4446,0.56,0.023,-0.0018,0.0132,-0.0034,0.452777777778,0.352777777778,1.75555555556
1386186022.69,0.4616,0.4448,0.5602,0.0228,-0.0018,0.013,-0.0034,0.452777777778,0.352777777778,1.75555555556
1386186022.69,0.4602,0.4432,0.5592,0.0226,-0.0012,0.0132,-0.0034,0.452777777778,0.355555555556,1.71944444444
1386186022.69,0.4634,0.4446,0.5628,0.022,0.0002,0.0132,-0.0034,0.452777777778,0.355555555556,1.71944444444
1386186022.7,0.4596,0.4392,0.5586,0.0214,0.0014,0.0132,-0.0028,0.461111111111,0.380555555556,1.73055555556
1386186022.7,0.4634,0.4438,0.565,0.021,0.0016,0.013,-0.0028,0.461111111111,0.380555555556,1.73055555556
1386186022.71,0.4568,0.4402,0.559,0.0208,0.001,0.0128,-0.0024,0.466666666667,0.363888888889,1.74166666667
1386186022.72,0.4556,0.4402,0.5614,0.0216,-0.0004,0.0122,-0.0036,0.45,0.366666666667,1.74166666667
1386186022.73,0.455,0.4408,0.562,0.0232,-0.0012,0.0118,-0.0036,0.45,0.366666666667,1.74166666667
1386186022.73,0.4578,0.4438,0.565,0.0254,-0.002,0.0114,-0.0036,0.45,0.366666666667,1.74166666667
1386186022.75,0.4598,0.4402,0.5672,0.0306,-0.0032,0.0112,-0.003,0.458333333333,0.361111111111,1.73888888889
1386186022.76,0.4596,0.4456,0.571,0.0394,-0.0082,0.0112,-0.0026,0.463888888889,0.361111111111,1.75555555556
1386186022.76,0.4544,0.4436,0.5602,0.0452,-0.0124,0.011,-0.001,0.486111111111,0.363888888889,1.76944444444
1386186022.77,0.4586,0.4478,0.559,0.0514,-0.0156,0.0116,-0.001,0.486111111111,0.363888888889,1.76944444444
1386186022.79,0.4592,0.4434,0.5618,0.0688,-0.0166,0.014,-0.0022,0.469444444444,0.366666666667,1.73888888889
1386186022.8,0.4604,0.442,0.5638,0.0746,-0.0146,0.0148,-0.0022,0.469444444444,0.366666666667,1.73888888889
1386186022.8,0.459,0.4388,0.562,0.0796,-0.0124,0.0156,-0.0022,0.469444444444,0.366666666667,1.73888888889
1386186022.81,0.4556,0.4348,0.567,0.0876,-0.013,0.018,0.0,0.5,0.372222222222,1.74166666667
1386186022.83,0.4496,0.4298,0.5596,0.0992,-0.0288,0.0212,0.0006,0.508333333333,0.355555555556,1.73055555556
1386186022.84,0.4504,0.4354,0.5616,0.1034,-0.039,0.0224,0.0006,0.508333333333,0.355555555556,1.73055555556
1386186022.86,0.4664,0.4454,0.5586,0.1162,-0.0676,0.0288,0.0012,0.516666666667,0.358333333333,1.73611111111
1386186022.87,0.4738,0.4614,0.558,0.1234,-0.0878,0.0324,0.002,0.527777777778,0.338888888889,1.74166666667
1386186022.88,0.4908,0.474,0.5628,0.1274,-0.097,0.034,0.0012,0.516666666667,0.311111111111,1.74444444444
1386186022.88,0.4842,0.4656,0.5518,0.1256,-0.0978,0.0344,0.004,0.555555555556,0.308333333333,1.725
1386186022.89,0.4868,0.4596,0.5496,0.1222,-0.0922,0.0342,0.004,0.555555555556,0.308333333333,1.725
1386186022.89,0.4842,0.4514,0.545,0.118,-0.0846,0.0332,0.0044,0.561111111111,0.302777777778,1.74166666667
1386186022.9,0.479,0.4564,0.5508,0.1132,-0.0792,0.0314,0.0044,0.561111111111,0.302777777778,1.74166666667
1386186022.91,0.4726,0.4562,0.5484,0.107,-0.0772,0.0282,0.0042,0.558333333333,0.313888888889,1.74444444444
1386186022.91,0.4748,0.4564,0.5512,0.104,-0.0762,0.0254,0.0042,0.558333333333,0.313888888889,1.74444444444
1386186022.92,0.4758,0.4488,0.5542,0.1026,-0.0738,0.0232,0.0042,0.558333333333,0.313888888889,1.74444444444
1386186022.94,0.489,0.4714,0.5666,0.1152,-0.0978,0.0104,0.005,0.569444444444,0.283333333333,1.73333333333
1386186022.95,0.491,0.4706,0.571,0.1186,-0.1066,0.0076,0.0054,0.575,0.280555555556,1.70833333333
1386186022.97,0.4972,0.4708,0.5866,0.103,-0.111,-0.0016,0.0064,0.588888888889,0.263888888889,1.74722222222
1386186022.98,0.5014,0.4712,0.5868,0.093,-0.1106,-0.001,0.008,0.611111111111,0.25,1.725
1386186023.0,0.4978,0.4812,0.596,0.0476,-0.095,0.0066,0.0072,0.6,0.247222222222,1.71944444444
1386186023.0,0.4868,0.4668,0.5832,0.029,-0.0838,0.0114,0.008,0.611111111111,0.241666666667,1.70555555556
1386186023.01,0.4852,0.4602,0.579,0.017,-0.076,0.0164,0.008,0.611111111111,0.241666666667,1.70555555556
1386186023.02,0.4766,0.4616,0.5752,-0.0154,-0.0642,0.0244,0.005,0.569444444444,0.230555555556,1.74444444444
1386186023.04,0.4686,0.4732,0.572,-0.0434,-0.0702,0.0374,0.008,0.611111111111,0.211111111111,1.71388888889
1386186023.04,0.4638,0.4686,0.5646,-0.0454,-0.073,0.0414,0.0044,0.561111111111,0.211111111111,1.72777777778
1386186023.05,0.4686,0.4716,0.5686,-0.0444,-0.0766,0.0454,0.0044,0.561111111111,0.211111111111,1.72777777778
1386186023.07,0.4696,0.4818,0.565,-0.0284,-0.11,0.0602,0.0044,0.561111111111,0.186111111111,1.70833333333
1386186023.08,0.47,0.478,0.5634,-0.0234,-0.1164,0.0636,0.0046,0.563888888889,0.172222222222,1.70833333333
1386186023.09,0.4714,0.4786,0.5652,-0.0198,-0.1224,0.0672,0.0046,0.563888888889,0.172222222222,1.70833333333
1386186023.09,0.4752,0.4846,0.5708,-0.0182,-0.1288,0.0706,0.0046,0.563888888889,0.172222222222,1.70833333333
1386186023.1,0.4696,0.4856,0.568,-0.0186,-0.136,0.0732,0.0044,0.561111111111,0.177777777778,1.71666666667
1386186023.1,0.473,0.4906,0.5732,-0.0204,-0.1416,0.0762,0.0044,0.561111111111,0.177777777778,1.71666666667
1386186023.11,0.4666,0.483,0.5628,-0.023,-0.145,0.0794,0.004,0.555555555556,0.138888888889,1.69722222222
1386186023.12,0.472,0.4892,0.5708,-0.0266,-0.148,0.0826,0.004,0.555555555556,0.138888888889,1.69722222222
1386186023.12,0.4624,0.4842,0.5638,-0.031,-0.1514,0.0858,0.0038,0.552777777778,0.122222222222,1.69166666667
1386186023.13,0.4616,0.4876,0.566,-0.0356,-0.1554,0.0886,0.0038,0.552777777778,0.122222222222,1.69166666667
1386186023.16,0.4512,0.484,0.561,-0.0488,-0.1666,0.1004,0.0024,0.533333333333,0.111111111111,1.71111111111
1386186023.16,0.4502,0.4812,0.5568,-0.0492,-0.1668,0.1026,0.0014,0.519444444444,0.0777777777778,1.66944444444
1386186023.17,0.4542,0.4918,0.56,-0.0464,-0.1764,0.1068,0.0014,0.519444444444,0.0444444444444,1.66388888889
1386186023.18,0.4562,0.4968,0.5628,-0.0444,-0.1814,0.1086,0.0014,0.519444444444,0.0444444444444,1.66388888889
1386186023.19,0.4486,0.4938,0.5588,-0.0422,-0.1848,0.11,0.0,0.5,0.0333333333333,1.64722222222
1386186023.2,0.4502,0.4934,0.5536,-0.0336,-0.1928,0.117,-0.0004,0.494444444444,0.00833333333333,1.63888888889
1386186023.21,0.4576,0.5002,0.5568,-0.0312,-0.1956,0.1198,-0.0004,0.494444444444,0.00833333333333,1.63888888889
1386186023.22,0.455,0.5014,0.5524,-0.0302,-0.1998,0.1224,-0.0016,0.477777777778,-0.0111111111111,1.63055555556
1386186023.22,0.4596,0.5102,0.5582,-0.0302,-0.2024,0.1252,-0.0016,0.477777777778,-0.0111111111111,1.63055555556
1386186023.23,0.4568,0.5096,0.559,-0.0338,-0.2028,0.1316,-0.0012,0.483333333333,-0.0333333333333,1.64444444444
1386186023.25,0.4482,0.4984,0.5466,-0.0402,-0.1984,0.1386,-0.003,0.458333333333,-0.0666666666667,1.64444444444
1386186023.25,0.4422,0.4944,0.5398,-0.0436,-0.1992,0.1416,-0.0034,0.452777777778,-0.0722222222222,1.62222222222
1386186023.27,0.442,0.5068,0.5388,-0.0498,-0.209,0.149,-0.005,0.430555555556,-0.0972222222222,1.59166666667
1386186023.28,0.4418,0.5088,0.5384,-0.0504,-0.2128,0.15,-0.005,0.430555555556,-0.0972222222222,1.59166666667
1386186023.28,0.4398,0.5072,0.5302,-0.0488,-0.2156,0.1516,-0.0054,0.425,-0.102777777778,1.57222222222
1386186023.29,0.4454,0.5154,0.5298,-0.0454,-0.2206,0.153,-0.0054,0.425,-0.102777777778,1.57222222222
1386186023.29,0.4404,0.5162,0.5246,-0.0408,-0.2268,0.154,-0.005,0.430555555556,-0.133333333333,1.57777777778
1386186023.3,0.4422,0.5224,0.529,-0.0352,-0.2322,0.155,-0.005,0.430555555556,-0.133333333333,1.57777777778
1386186023.31,0.4406,0.5168,0.5218,-0.0276,-0.2352,0.1564,-0.0076,0.394444444444,-0.152777777778,1.57222222222
1386186023.31,0.445,0.517,0.5206,-0.0188,-0.2358,0.1578,-0.0076,0.394444444444,-0.152777777778,1.57222222222
1386186023.32,0.446,0.5162,0.5166,-0.0092,-0.2366,0.1586,-0.0054,0.425,-0.183333333333,1.54722222222
1386186023.32,0.448,0.52,0.5188,0.0002,-0.236,0.1594,-0.0054,0.425,-0.183333333333,1.54722222222
1386186023.33,0.453,0.523,0.5246,0.009,-0.235,0.16,-0.0054,0.425,-0.183333333333,1.54722222222
1386186023.34,0.4498,0.5154,0.5202,0.017,-0.2318,0.1612,-0.0076,0.394444444444,-0.205555555556,1.54444444444
1386186023.37,0.4526,0.5126,0.5138,0.0422,-0.22,0.162,-0.0074,0.397222222222,-0.238888888889,1.49166666667
1386186023.38,0.4492,0.5084,0.502,0.0416,-0.2188,0.1652,-0.0086,0.380555555556,-0.275,1.51111111111
1386186023.39,0.448,0.5056,0.4952,0.0402,-0.2212,0.167,-0.0072,0.4,-0.269444444444,1.48333333333
1386186023.4,0.4504,0.5084,0.4942,0.0384,-0.2242,0.168,-0.0072,0.4,-0.269444444444,1.48333333333
1386186023.41,0.4618,0.5304,0.4904,0.0376,-0.2398,0.1648,-0.0088,0.377777777778,-0.308333333333,1.44722222222
1386186023.42,0.455,0.5296,0.5006,0.0346,-0.2412,0.1618,-0.0088,0.377777777778,-0.308333333333,1.44722222222
1386186023.44,0.4456,0.5146,0.484,0.0392,-0.223,0.1474,-0.0096,0.366666666667,-0.355555555556,1.44722222222
1386186023.45,0.4418,0.506,0.4814,0.0444,-0.2096,0.139,-0.0098,0.363888888889,-0.361111111111,1.38611111111
1386186023.46,0.4496,0.5084,0.486,0.0484,-0.2028,0.1348,-0.0098,0.363888888889,-0.361111111111,1.38611111111
1386186023.47,0.4408,0.496,0.4736,0.052,-0.198,0.1302,-0.0108,0.35,-0.372222222222,1.40833333333
1386186023.47,0.4472,0.5038,0.4782,0.0546,-0.1956,0.1252,-0.0108,0.35,-0.372222222222,1.40833333333
1386186023.48,0.4438,0.5034,0.4734,0.057,-0.1964,0.1196,-0.011,0.347222222222,-0.383333333333,1.38333333333
1386186023.48,0.447,0.512,0.4766,0.0588,-0.1984,0.1138,-0.011,0.347222222222,-0.383333333333,1.38333333333
1386186023.49,0.4424,0.508,0.4732,0.0596,-0.198,0.1078,-0.012,0.333333333333,-0.397222222222,1.37777777778
1386186023.5,0.4442,0.5078,0.4744,0.06,-0.1938,0.1012,-0.012,0.333333333333,-0.397222222222,1.37777777778
1386186023.5,0.4504,0.508,0.4736,0.0606,-0.1886,0.0938,-0.012,0.333333333333,-0.397222222222,1.37777777778
1386186023.51,0.4562,0.5102,0.4704,0.0626,-0.185,0.085,-0.0102,0.358333333333,-0.397222222222,1.36944444444
1386186023.51,0.466,0.5216,0.4708,0.0638,-0.1826,0.0748,-0.0102,0.358333333333,-0.397222222222,1.36944444444
1386186023.52,0.4624,0.5276,0.4678,0.0608,-0.1784,0.064,-0.011,0.347222222222,-0.425,1.35555555556
1386186023.53,0.456,0.5162,0.4658,0.051,-0.1536,0.0418,-0.0106,0.352777777778,-0.427777777778,1.33888888889
1386186023.54,0.4622,0.519,0.475,0.0466,-0.142,0.0332,-0.0106,0.352777777778,-0.427777777778,1.33888888889
1386186023.54,0.4526,0.5108,0.4716,0.0406,-0.1246,0.0212,-0.01,0.361111111111,-0.447222222222,1.33055555556
1386186023.56,0.4468,0.493,0.4584,0.0244,-0.0656,-0.0096,-0.011,0.347222222222,-0.45,1.33611111111
1386186023.57,0.4446,0.495,0.4708,0.02,-0.0392,-0.0272,-0.009,0.375,-0.447222222222,1.34444444444
1386186023.58,0.4508,0.4936,0.4776,0.0206,-0.024,-0.0354,-0.009,0.375,-0.447222222222,1.34444444444
1386186023.59,0.4378,0.4832,0.4554,0.0254,0.0008,-0.0518,-0.0112,0.344444444444,-0.444444444444,1.34166666667
1386186023.6,0.4502,0.4734,0.462,0.0316,0.0104,-0.06,-0.0084,0.383333333333,-0.430555555556,1.33888888889
1386186023.6,0.474,0.498,0.4874,0.0394,0.0128,-0.07,-0.0084,0.383333333333,-0.430555555556,1.33888888889
1386186023.62,0.4468,0.5052,0.4944,0.0326,0.0304,-0.0942,-0.0086,0.380555555556,-0.447222222222,1.35555555556
1386186023.62,0.4438,0.4894,0.4876,0.0272,0.0564,-0.108,-0.0086,0.380555555556,-0.447222222222,1.35555555556
1386186023.63,0.4718,0.5046,0.464,0.0632,0.1154,-0.1334,-0.0076,0.394444444444,-0.430555555556,1.36388888889
1386186023.64,0.5286,0.5044,0.4836,0.0798,0.1366,-0.1298,-0.0064,0.411111111111,-0.422222222222,1.36944444444
1386186023.65,0.4218,0.449,0.4422,0.0394,0.1698,-0.1176,-0.0064,0.411111111111,-0.391666666667,1.38888888889
1386186023.66,0.4576,0.4814,0.4648,0.0326,0.1402,-0.1198,-0.006,0.416666666667,-0.405555555556,1.38611111111
1386186023.67,0.4514,0.4916,0.4688,0.0306,0.1284,-0.124,-0.006,0.416666666667,-0.405555555556,1.38611111111
1386186023.68,0.4442,0.4826,0.4674,0.0306,0.0906,-0.1362,-0.007,0.402777777778,-0.394444444444,1.4
1386186023.69,0.4554,0.4788,0.4738,0.0376,0.0758,-0.145,-0.007,0.402777777778,-0.394444444444,1.4
1386186023.69,0.462,0.494,0.4802,0.044,0.0508,-0.1526,-0.003,0.458333333333,-0.397222222222,1.41388888889
1386186023.7,0.4614,0.5114,0.4958,0.0504,0.0318,-0.1628,-0.003,0.458333333333,-0.397222222222,1.41388888889
1386186023.71,0.4542,0.4898,0.4878,0.0564,0.02,-0.1718,-0.0022,0.469444444444,-0.413888888889,1.40555555556
1386186023.71,0.4604,0.488,0.491,0.0592,0.0124,-0.1802,-0.0022,0.469444444444,-0.413888888889,1.40555555556
1386186023.72,0.4502,0.4864,0.4862,0.0608,0.0038,-0.1884,-0.0008,0.488888888889,-0.413888888889,1.41111111111
1386186023.72,0.4508,0.4946,0.4916,0.0622,-0.0052,-0.1974,-0.0008,0.488888888889,-0.413888888889,1.41111111111
1386186023.73,0.4428,0.4882,0.4856,0.0646,-0.0118,-0.2054,-0.0002,0.497222222222,-0.413888888889,1.425
1386186023.73,0.4496,0.4874,0.4928,0.0684,-0.0176,-0.2124,-0.0002,0.497222222222,-0.413888888889,1.425
1386186023.74,0.4508,0.4908,0.495,0.0738,-0.0222,-0.2198,-0.0002,0.497222222222,-0.413888888889,1.425
1386186023.75,0.452,0.4916,0.4928,0.0788,-0.0282,-0.2282,0.0008,0.511111111111,-0.402777777778,1.39444444444
1386186023.75,0.4594,0.5006,0.494,0.0864,-0.0338,-0.2382,0.0008,0.511111111111,-0.402777777778,1.39444444444
1386186023.78,0.4542,0.4848,0.4822,0.134,-0.053,-0.2718,0.005,0.569444444444,-0.433333333333,1.40833333333
1386186023.8,0.4854,0.5354,0.5142,0.1914,-0.0818,-0.2894,0.0112,0.655555555556,-0.45,1.4
1386186023.81,0.4886,0.5244,0.5152,0.2054,-0.0738,-0.2942,0.0112,0.655555555556,-0.45,1.4
1386186023.81,0.4872,0.5108,0.5058,0.215,-0.0638,-0.2972,0.0138,0.691666666667,-0.447222222222,1.40277777778
1386186023.82,0.4968,0.522,0.5216,0.2234,-0.0592,-0.2994,0.0138,0.691666666667,-0.447222222222,1.40277777778
1386186023.83,0.4994,0.535,0.5324,0.2402,-0.0626,-0.2956,0.0156,0.716666666667,-0.447222222222,1.4
1386186023.84,0.493,0.51,0.5152,0.2532,-0.0618,-0.2876,0.0188,0.761111111111,-0.441666666667,1.36666666667
1386186023.84,0.4982,0.512,0.5192,0.2634,-0.0626,-0.2784,0.0188,0.761111111111,-0.441666666667,1.36666666667
1386186023.85,0.4948,0.5136,0.5198,0.2722,-0.0712,-0.2674,0.0206,0.786111111111,-0.461111111111,1.35833333333
1386186023.85,0.4976,0.5262,0.5338,0.282,-0.083,-0.2556,0.0206,0.786111111111,-0.461111111111,1.35833333333
1386186023.86,0.5164,0.5412,0.5344,0.2964,-0.097,-0.2432,0.0206,0.786111111111,-0.461111111111,1.35833333333
1386186023.87,0.5342,0.5834,0.5622,0.3256,-0.1258,-0.2216,0.024,0.833333333333,-0.455555555556,1.34444444444
1386186023.88,0.5448,0.5928,0.5464,0.337,-0.132,-0.2132,0.0284,0.894444444444,-0.472222222222,1.31944444444
1386186023.89,0.5694,0.5756,0.5246,0.3578,-0.1178,-0.198,0.0326,0.952777777778,-0.483333333333,1.30555555556
1386186023.9,0.587,0.5934,0.5254,0.3624,-0.1174,-0.187,0.0326,0.952777777778,-0.483333333333,1.30555555556
1386186023.9,0.5974,0.6222,0.534,0.3586,-0.1238,-0.1746,0.0322,0.947222222222,-0.458333333333,1.28611111111
1386186023.91,0.599,0.6412,0.544,0.347,-0.1266,-0.1616,0.0322,0.947222222222,-0.458333333333,1.28611111111
1386186023.91,0.591,0.6268,0.538,0.3292,-0.1172,-0.1476,0.0352,0.988888888889,-0.469444444444,1.26944444444
1386186023.92,0.5862,0.6064,0.527,0.3088,-0.1012,-0.133,0.0352,0.988888888889,-0.469444444444,1.26944444444
1386186023.94,0.5846,0.609,0.5376,0.2278,-0.0772,-0.0708,0.0378,1.025,-0.5,1.24722222222
1386186023.95,0.5908,0.6028,0.543,0.205,-0.069,-0.0522,0.0378,1.025,-0.5,1.24722222222
1386186023.96,0.5968,0.6108,0.5426,0.1598,-0.061,-0.0138,0.0354,0.991666666667,-0.494444444444,1.23888888889
1386186023.99,0.5784,0.6048,0.5402,0.0174,-0.0306,0.0792,0.0348,0.983333333333,-0.502777777778,1.25277777778
1386186024.0,0.5706,0.5906,0.531,-0.0118,-0.019,0.098,0.0346,0.980555555556,-0.502777777778,1.26388888889
1386186024.01,0.5574,0.578,0.521,-0.0996,0.0156,0.1522,0.032,0.944444444444,-0.511111111111,1.26388888889
1386186024.02,0.557,0.5682,0.5164,-0.1274,0.0304,0.1692,0.0288,0.9,-0.483333333333,1.26944444444
1386186024.03,0.5544,0.5614,0.513,-0.1546,0.0428,0.1852,0.0288,0.9,-0.483333333333,1.26944444444
1386186024.03,0.5466,0.552,0.5064,-0.1806,0.0516,0.2006,0.0288,0.9,-0.483333333333,1.26944444444
1386186024.04,0.5394,0.543,0.4986,-0.2034,0.0558,0.2146,0.0288,0.9,-0.483333333333,1.26944444444
1386186024.04,0.5378,0.544,0.5006,-0.2232,0.0546,0.2276,0.0288,0.9,-0.483333333333,1.26944444444
1386186024.05,0.524,0.5376,0.493,-0.2402,0.0488,0.2396,0.023,0.819444444444,-0.497222222222,1.31388888889
1386186024.06,0.5242,0.5408,0.4958,-0.2538,0.0408,0.2512,0.023,0.819444444444,-0.497222222222,1.31388888889
1386186024.06,0.5136,0.5326,0.488,-0.2608,0.0354,0.262,0.0186,0.758333333333,-0.508333333333,1.30277777778
1386186024.07,0.5224,0.5426,0.4918,-0.2688,0.0278,0.2686,0.0186,0.758333333333,-0.508333333333,1.30277777778
1386186024.08,0.5088,0.5414,0.4874,-0.2812,0.021,0.2854,0.015,0.708333333333,-0.502777777778,1.3
1386186024.09,0.4902,0.519,0.4756,-0.29,0.0288,0.2936,0.0118,0.663888888889,-0.516666666667,1.325
1386186024.1,0.4862,0.5004,0.4642,-0.3074,0.0556,0.307,0.0094,0.630555555556,-0.483333333333,1.325
1386186024.11,0.49,0.5084,0.465,-0.3066,0.057,0.308,0.0094,0.630555555556,-0.483333333333,1.325
1386186024.12,0.483,0.505,0.46,-0.3088,0.0612,0.308,0.0074,0.602777777778,-0.475,1.32777777778
